data,preco,lucro_agregado,peso_coberto_pct,freq_lucro,valuation_idx,valuation_z,valuation_pct
2010-01-04,70045.0,,,,,,
2010-01-05,70240.0,,,,,,
2010-01-06,70729.0,,,,,,
2010-01-07,70451.0,,,,,,
2010-01-08,70263.0,,,,,,
2010-01-11,70433.0,,,,,,
2010-01-12,70076.0,,,,,,
2010-01-13,70385.0,,,,,,
2010-01-14,69801.0,,,,,,
2010-01-15,68978.0,,,,,,
2010-01-18,69401.0,,,,,,
2010-01-19,69909.0,,,,,,
2010-01-20,68200.0,,,,,,
2010-01-21,66270.0,,,,,,
2010-01-22,66220.0,,,,,,
2010-01-26,65524.0,,,,,,
2010-01-27,65070.0,,,,,,
2010-01-28,65588.0,,,,,,
2010-01-29,65402.0,,,,,,
2010-02-01,66572.0,,,,,,
2010-02-02,67163.0,,,,,,
2010-02-03,67109.0,,,,,,
2010-02-04,63934.0,,,,,,
2010-02-05,62763.0,,,,,,
2010-02-08,63153.0,,,,,,
2010-02-09,64718.0,,,,,,
2010-02-10,65051.0,,,,,,
2010-02-11,66129.0,,,,,,
2010-02-12,65855.0,,,,,,
2010-02-17,67285.0,,,,,,
2010-02-18,67836.0,,,,,,
2010-02-19,67597.0,,,,,,
2010-02-22,67184.0,,,,,,
2010-02-23,66108.0,,,,,,
2010-02-24,65795.0,,,,,,
2010-02-25,66121.0,,,,,,
2010-02-26,66503.0,,,,,,
2010-03-01,67228.0,,,,,,
2010-03-02,67779.0,,,,,,
2010-03-03,67641.0,,,,,,
2010-03-04,67815.0,,,,,,
2010-03-05,68847.0,,,,,,
2010-03-08,68575.0,,,,,,
2010-03-09,69576.0,,,,,,
2010-03-10,69979.0,,,,,,
2010-03-11,69885.0,,,,,,
2010-03-12,69341.0,,,,,,
2010-03-15,69024.0,,,,,,
2010-03-16,69942.0,,,,,,
2010-03-17,69723.0,,,,,,
2010-03-18,69697.0,,,,,,
2010-03-19,68829.0,,,,,,
2010-03-22,69042.0,,,,,,
2010-03-23,69387.0,,,,,,
2010-03-24,68913.0,,,,,,
2010-03-25,68442.0,,,,,,
2010-03-26,68683.0,,,,,,
2010-03-29,69939.0,,,,,,
2010-03-30,69960.0,,,,,,
2010-03-31,70372.0,,,,,,
2010-04-01,71136.0,,,,,,
2010-04-05,71290.0,,,,,,
2010-04-06,71096.0,,,,,,
2010-04-07,70793.0,,,,,,
2010-04-08,71785.0,,,,,,
2010-04-09,71417.0,,,,,,
2010-04-12,70614.0,,,,,,
2010-04-13,70792.0,,,,,,
2010-04-14,71035.0,,,,,,
2010-04-15,70524.0,,,,,,
2010-04-16,69421.0,,,,,,
2010-04-19,69098.0,,,,,,
2010-04-20,69318.0,,,,,,
2010-04-22,69386.0,,,,,,
2010-04-23,69509.0,,,,,,
2010-04-26,68872.0,,,,,,
2010-04-27,66511.0,,,,,,
2010-04-28,66656.0,,,,,,
2010-04-29,67978.0,,,,,,
2010-04-30,67530.0,,,,,,
2010-05-03,67119.0,,,,,,
2010-05-04,64869.0,,,,,,
2010-05-05,64914.0,,,,,,
2010-05-06,63414.0,,,,,,
2010-05-07,62871.0,,,,,,
2010-05-10,65453.0,,,,,,
2010-05-11,64425.0,,,,,,
2010-05-12,65224.0,,,,,,
2010-05-13,64788.0,,,,,,
2010-05-14,63412.0,,,,,,
2010-05-17,62866.0,,,,,,
2010-05-18,60841.0,,,,,,
2010-05-19,59689.0,,,,,,
2010-05-20,58192.0,,,,,,
2010-05-21,60259.0,,,,,,
2010-05-24,59915.0,,,,,,
2010-05-25,59184.0,,,,,,
2010-05-26,60190.0,,,,,,
2010-05-27,62092.0,,,,,,
2010-05-28,61947.0,,,,,,
2010-05-31,63047.0,,,,,,
2010-06-01,61841.0,,,,,,
2010-06-02,62943.0,,,,,,
2010-06-04,61676.0,,,,,,
2010-06-07,61183.0,,,,,,
2010-06-08,61856.0,,,,,,
2010-06-09,61479.0,,,,,,
2010-06-10,63049.0,,,,,,
2010-06-11,63605.0,,,,,,
2010-06-14,63533.0,,,,,,
2010-06-15,64442.0,,,,,,
2010-06-16,64751.0,,,,,,
2010-06-17,64541.0,,,,,,
2010-06-18,64438.0,,,,,,
2010-06-21,64829.0,,,,,,
2010-06-22,64811.0,,,,,,
2010-06-23,65160.0,,,,,,
2010-06-24,63937.0,,,,,,
2010-06-25,64824.0,,,,,,
2010-06-28,64225.0,,,,,,
2010-06-29,61978.0,,,,,,
2010-06-30,60936.0,,,,,,
2010-07-01,61236.0,,,,,,
2010-07-02,61430.0,,,,,,
2010-07-05,60865.0,,,,,,
2010-07-06,62065.0,,,,,,
2010-07-07,63284.0,,,,,,
2010-07-08,63476.0,,,,,,
2010-07-12,62960.0,,,,,,
2010-07-13,63686.0,,,,,,
2010-07-14,63479.0,,,,,,
2010-07-15,63489.0,,,,,,
2010-07-16,62339.0,,,,,,
2010-07-19,63297.0,,,,,,
2010-07-20,64463.0,,,,,,
2010-07-21,64477.0,,,,,,
2010-07-22,65748.0,,,,,,
2010-07-23,66323.0,,,,,,
2010-07-26,66443.0,,,,,,
2010-07-27,66674.0,,,,,,
2010-07-28,66808.0,,,,,,
2010-07-29,66954.0,,,,,,
2010-07-30,67515.0,,,,,,
2010-08-02,68517.0,,,,,,
2010-08-03,67997.0,,,,,,
2010-08-04,68272.0,,,,,,
2010-08-05,68412.0,,,,,,
2010-08-06,68095.0,,,,,,
2010-08-09,67862.0,,,,,,
2010-08-10,67223.0,,,,,,
2010-08-11,65790.0,,,,,,
2010-08-12,65966.0,,,,,,
2010-08-13,66264.0,,,,,,
2010-08-16,66702.0,,,,,,
2010-08-17,67584.0,,,,,,
2010-08-18,67638.0,,,,,,
2010-08-19,66887.0,,,,,,
2010-08-20,66677.0,,,,,,
2010-08-23,65982.0,,,,,,
2010-08-24,65156.0,,,,,,
2010-08-25,64803.0,,,,,,
2010-08-26,63867.0,,,,,,
2010-08-27,65585.0,,,,,,
2010-08-30,64261.0,,,,,,
2010-08-31,65145.0,,,,,,
2010-09-01,67073.0,,,,,,
2010-09-02,66808.0,,,,,,
2010-09-03,66679.0,,,,,,
2010-09-06,66747.0,,,,,,
2010-09-08,66407.0,,,,,,
2010-09-09,66624.0,,,,,,
2010-09-10,66807.0,,,,,,
2010-09-13,68031.0,,,,,,
2010-09-14,67692.0,,,,,,
2010-09-15,68107.0,,,,,,
2010-09-16,67663.0,,,,,,
2010-09-17,67089.0,,,,,,
2010-09-20,68190.0,,,,,,
2010-09-21,67719.0,,,,,,
2010-09-22,68325.0,,,,,,
2010-09-23,68794.0,,,,,,
2010-09-24,68196.0,,,,,,
2010-09-27,68816.0,,,,,,
2010-09-28,69228.0,,,,,,
2010-09-29,69228.0,,,,,,
2010-09-30,69430.0,,,,,,
2010-10-01,70229.0,,,,,,
2010-10-04,70385.0,,,,,,
2010-10-05,71283.0,,,,,,
2010-10-06,70541.0,,,,,,
2010-10-07,69918.0,,,,,,
2010-10-08,70809.0,,,,,,
2010-10-11,70946.0,,,,,,
2010-10-13,71675.0,,,,,,
2010-10-14,71692.0,,,,,,
2010-10-15,71830.0,,,,,,
2010-10-18,71736.0,,,,,,
2010-10-19,69864.0,,,,,,
2010-10-20,70405.0,,,,,,
2010-10-21,69652.0,,,,,,
2010-10-22,69530.0,,,,,,
2010-10-25,69580.0,,,,,,
2010-10-26,70740.0,,,,,,
2010-10-27,70569.0,,,,,,
2010-10-28,70320.0,,,,,,
2010-10-29,70673.0,,,,,,
2010-11-01,71561.0,,,,,,
2010-11-03,71905.0,,,,,,
2010-11-04,72996.0,,,,,,
2010-11-05,72607.0,,,,,,
2010-11-08,72657.0,,,,,,
2010-11-09,71679.0,,,,,,
2010-11-10,71638.0,,,,,,
2010-11-11,71195.0,,,,,,
2010-11-12,70367.0,,,,,,
2010-11-16,69192.0,,,,,,
2010-11-17,69709.0,,,,,,
2010-11-18,70781.0,,,,,,
2010-11-19,70898.0,,,,,,
2010-11-22,69633.0,,,,,,
2010-11-23,67953.0,,,,,,
2010-11-24,69629.0,,,,,,
2010-11-25,69362.0,,,,,,
2010-11-26,68226.0,,,,,,
2010-11-29,67908.0,,,,,,
2010-11-30,67705.0,,,,,,
2010-12-01,69346.0,,,,,,
2010-12-02,69527.0,,,,,,
2010-12-03,69766.0,,,,,,
2010-12-06,69552.0,,,,,,
2010-12-07,69338.0,,,,,,
2010-12-08,68175.0,,,,,,
2010-12-09,67879.0,,,,,,
2010-12-10,68342.0,,,,,,
2010-12-13,69126.0,,,,,,
2010-12-14,68743.0,,,,,,
2010-12-15,67870.0,,,,,,
2010-12-16,67306.0,,,,,,
2010-12-17,67981.0,,,,,,
2010-12-20,67264.0,,,,,,
2010-12-21,68215.0,,,,,,
2010-12-22,68471.0,,,,,,
2010-12-23,68486.0,,,,,,
2010-12-27,67803.0,,,,,,
2010-12-28,68041.0,,,,,,
2010-12-29,68952.0,,,,,,
2010-12-30,69305.0,,,,,,
2011-01-03,69962.0,,,,,,
2011-01-04,70318.0,,,,,,
2011-01-05,71091.0,,,,,,
2011-01-06,70579.0,,,,,,
2011-01-07,70057.0,,,,,,
2011-01-10,70127.0,,,,,,
2011-01-11,70423.0,,,,,,
2011-01-12,71633.0,,,,,,
2011-01-13,70721.0,,,,,,
2011-01-14,70940.0,,,,,,
2011-01-17,70609.0,,,,,,
2011-01-18,70920.0,,,,,,
2011-01-19,70058.0,,,,,,
2011-01-20,69562.0,,,,,,
2011-01-21,69133.0,,,,,,
2011-01-24,69427.0,,,,,,
2011-01-26,68709.0,,,,,,
2011-01-27,68051.0,,,,,,
2011-01-28,66698.0,,,,,,
2011-01-31,66575.0,,,,,,
2011-02-01,67847.0,,,,,,
2011-02-02,66688.0,,,,,,
2011-02-03,66765.0,,,,,,
2011-02-04,65269.0,,,,,,
2011-02-07,65362.0,,,,,,
2011-02-08,65771.0,,,,,,
2011-02-09,64218.0,,,,,,
2011-02-10,64578.0,,,,,,
2011-02-11,65756.0,,,,,,
2011-02-14,66558.0,,,,,,
2011-02-15,66341.0,,,,,,
2011-02-16,67571.0,,,,,,
2011-02-17,67685.0,,,,,,
2011-02-18,68067.0,,,,,,
2011-02-21,67259.0,,,,,,
2011-02-22,66440.0,,,,,,
2011-02-23,66910.0,,,,,,
2011-02-24,66949.0,,,,,,
2011-02-25,66903.0,,,,,,
2011-02-28,67383.0,,,,,,
2011-03-01,66243.0,,,,,,
2011-03-02,67282.0,,,,,,
2011-03-03,68146.0,,,,,,
2011-03-04,68012.0,,,,,,
2011-03-09,67264.0,,,,,,
2011-03-10,66041.0,,,,,,
2011-03-11,66685.0,,,,,,
2011-03-14,67169.0,,,,,,
2011-03-15,67005.0,,,,,,
2011-03-16,66003.0,148623669000.0,85.696,anual,100.0,,
2011-03-17,66216.0,148623669000.0,85.696,anual,100.322713,,
2011-03-18,66880.0,148623669000.0,85.696,anual,101.328727,,
2011-03-21,66690.0,148623669000.0,85.696,anual,101.040862,,
2011-03-22,67578.0,148623669000.0,85.696,anual,102.386255,,
2011-03-23,67796.0,148623669000.0,85.696,anual,102.716543,,
2011-03-24,67533.0,148623669000.0,85.696,anual,102.318076,,
2011-03-25,67766.0,148623669000.0,85.696,anual,102.671091,,
2011-03-28,67193.0,148623669000.0,85.696,anual,101.802948,,
2011-03-29,67419.0,148623669000.0,85.696,anual,102.145357,,
2011-03-30,67997.0,148623669000.0,85.696,anual,103.021075,,
2011-03-31,68587.0,148623669000.0,85.696,anual,103.914974,,
2011-04-01,69268.0,148623669000.0,85.696,anual,104.946745,,
2011-04-04,69704.0,148623669000.0,85.696,anual,105.607321,,
2011-04-05,69838.0,148623669000.0,85.696,anual,105.810342,,
2011-04-06,69037.0,148623669000.0,85.696,anual,104.596761,,
2011-04-07,69176.0,148623669000.0,85.696,anual,104.807357,,
2011-04-08,68718.0,148623669000.0,85.696,anual,104.113449,,
2011-04-11,68164.0,148623669000.0,85.696,anual,103.274094,,
2011-04-12,66896.0,148623669000.0,85.696,anual,101.352969,,
2011-04-13,66486.0,148623669000.0,85.696,anual,100.731785,,
2011-04-14,66279.0,148623669000.0,85.696,anual,100.418163,,
2011-04-15,66684.0,148623669000.0,85.696,anual,101.031771,,
2011-04-18,65415.0,148623669000.0,85.696,anual,99.109131,,
2011-04-19,66158.0,148623669000.0,85.696,anual,100.234838,,
2011-04-20,67058.0,148623669000.0,85.696,anual,101.598412,,
2011-04-25,66972.0,148623669000.0,85.696,anual,101.468115,,
2011-04-26,67144.0,148623669000.0,85.696,anual,101.728709,,
2011-04-27,66264.0,148623669000.0,85.696,anual,100.395437,,
2011-04-28,65673.0,148623669000.0,85.696,anual,99.500023,,
2011-04-29,66133.0,148623669000.0,85.696,anual,100.196961,,
2011-05-02,65463.0,148623669000.0,85.696,anual,99.181855,,
2011-05-03,64318.0,148623669000.0,85.696,anual,97.447086,,
2011-05-04,63616.0,148623669000.0,85.696,anual,96.383498,,
2011-05-05,63407.0,148623669000.0,85.696,anual,96.066845,,
2011-05-06,64417.0,148623669000.0,85.696,anual,97.597079,,
2011-05-09,64622.0,148623669000.0,85.696,anual,97.907671,,
2011-05-10,64877.0,148623669000.0,85.696,anual,98.294017,,
2011-05-11,63776.0,148623669000.0,85.696,anual,96.625911,,
2011-05-12,64003.0,148623669000.0,85.696,anual,96.969835,,
2011-05-13,63235.0,148623669000.0,85.696,anual,95.806251,,
2011-05-16,62830.0,148623669000.0,85.696,anual,95.192643,,
2011-05-17,63673.0,148623669000.0,85.696,anual,96.469857,,
2011-05-18,62841.0,148623669000.0,85.696,anual,95.209309,,
2011-05-19,62367.0,148623669000.0,85.696,anual,94.491159,,
2011-05-20,62597.0,148623669000.0,85.696,anual,94.839629,,
2011-05-23,62345.0,148623669000.0,85.696,anual,94.457828,,
2011-05-24,63337.0,148623669000.0,85.696,anual,95.96079,,
2011-05-25,63388.0,148623669000.0,85.696,anual,96.038059,,
2011-05-26,64099.0,148623669000.0,85.696,anual,97.115283,,
2011-05-27,64295.0,148623669000.0,85.696,anual,97.412239,,
2011-05-30,63954.0,148623669000.0,85.696,anual,96.895596,,
2011-05-31,64620.0,148623669000.0,85.696,anual,97.904641,,
2011-06-01,63411.0,148623669000.0,85.696,anual,96.072906,,
2011-06-02,64218.0,148623669000.0,85.696,anual,97.295577,,
2011-06-03,64341.0,148623669000.0,85.696,anual,97.481933,,
2011-06-06,63068.0,148623669000.0,85.696,anual,95.553232,,
2011-06-07,63218.0,148623669000.0,85.696,anual,95.780495,,
2011-06-08,63033.0,148623669000.0,85.696,anual,95.500205,,
2011-06-09,63469.0,148623669000.0,85.696,anual,96.160781,,
2011-06-10,62697.0,148623669000.0,85.696,anual,94.991137,,
2011-06-13,62023.0,148623669000.0,85.696,anual,93.969971,,
2011-06-14,62205.0,149400231000.0,86.045,anual,93.75584,,
2011-06-15,61604.0,149400231000.0,86.045,anual,92.850008,,
2011-06-16,60881.0,149400231000.0,86.045,anual,91.760297,,
2011-06-17,61060.0,149400231000.0,86.045,anual,92.030087,,
2011-06-20,61168.0,149400231000.0,86.045,anual,92.192866,,
2011-06-21,61424.0,149400231000.0,86.045,anual,92.578711,,
2011-06-22,61194.0,149400231000.0,86.045,anual,92.232053,,
2011-06-24,61017.0,149400231000.0,86.045,anual,91.965277,,
2011-06-27,61217.0,149400231000.0,86.045,anual,92.266719,,
2011-06-28,62303.0,149400231000.0,86.045,anual,93.903546,,
2011-06-29,62334.0,149400231000.0,86.045,anual,93.95027,,
2011-06-30,62404.0,149400231000.0,86.045,anual,94.055774,,
2011-07-01,63394.0,149400231000.0,86.045,anual,95.547909,,
2011-07-04,63891.0,149400231000.0,86.045,anual,96.296992,,
2011-07-05,63039.0,149400231000.0,86.045,anual,95.012851,,
2011-07-06,62565.0,149400231000.0,86.045,anual,94.298434,,
2011-07-07,62207.0,149400231000.0,86.045,anual,93.758854,,
2011-07-08,61513.0,149400231000.0,86.045,anual,92.712852,,
2011-07-11,60224.0,149400231000.0,86.045,anual,90.770062,,
2011-07-12,59705.0,149400231000.0,86.045,anual,89.987821,,
2011-07-13,60670.0,149400231000.0,86.045,anual,91.442276,,
2011-07-14,59679.0,149400231000.0,86.045,anual,89.948634,,
2011-07-15,59478.0,149400231000.0,86.045,anual,89.645685,,
2011-07-18,58838.0,149400231000.0,86.045,anual,88.681072,,
2011-07-19,59082.0,149400231000.0,86.045,anual,89.048831,,
2011-07-20,59120.0,149400231000.0,86.045,anual,89.106105,,
2011-07-21,60263.0,149400231000.0,86.045,anual,90.828843,,
2011-07-22,60270.0,149400231000.0,86.045,anual,90.839393,,
2011-07-25,59971.0,149400231000.0,86.045,anual,90.388738,,
2011-07-26,59340.0,149400231000.0,86.045,anual,89.43769,,
2011-07-27,58288.0,149400231000.0,86.045,anual,87.852108,,
2011-07-28,58708.0,149400231000.0,86.045,anual,88.485135,,
2011-07-29,58823.0,149400231000.0,86.045,anual,88.658464,,
2011-08-01,58536.0,149400231000.0,86.045,anual,88.225896,,
2011-08-02,57311.0,149400231000.0,86.045,anual,86.379566,,
2011-08-03,56017.0,149400231000.0,86.045,anual,84.42924,,
2011-08-04,52811.0,149400231000.0,86.045,anual,79.597133,,
2011-08-05,52949.0,149400231000.0,86.045,anual,79.805128,,
2011-08-08,48668.0,149400231000.0,86.045,anual,73.352772,,
2011-08-09,51151.0,149400231000.0,86.045,anual,77.095169,,
2011-08-10,51395.0,149400231000.0,86.045,anual,77.462927,,
2011-08-11,53343.0,149400231000.0,86.045,anual,80.398967,,
2011-08-12,53473.0,149400231000.0,86.045,anual,80.594904,,
2011-08-15,54652.0,149400231000.0,86.045,anual,82.371902,,
2011-08-16,54324.0,149400231000.0,86.045,anual,81.877538,,
2011-08-17,55073.0,149400231000.0,86.045,anual,83.006436,,
2011-08-18,53134.0,149400231000.0,86.045,anual,80.083961,,
2011-08-19,52448.0,149400231000.0,86.045,anual,79.050017,,
2011-08-22,52440.0,149400231000.0,86.045,anual,79.037959,,
2011-08-23,53787.0,149400231000.0,86.045,anual,81.068167,,
2011-08-24,53796.0,149400231000.0,86.045,anual,81.081732,,
2011-08-25,52953.0,149400231000.0,86.045,anual,79.811156,,
2011-08-26,53351.0,149400231000.0,86.045,anual,80.411025,,
2011-08-29,54861.0,149400231000.0,86.045,anual,82.686908,,
2011-08-30,55385.0,149400231000.0,86.045,anual,83.476685,,
2011-08-31,56495.0,149400231000.0,86.045,anual,85.149685,,
2011-09-01,58118.0,149400231000.0,86.045,anual,87.595883,,
2011-09-02,56532.0,149400231000.0,86.045,anual,85.205452,,
2011-09-05,54998.0,149400231000.0,86.045,anual,82.893396,,
2011-09-06,56607.0,149400231000.0,86.045,anual,85.318492,,
2011-09-08,57624.0,149400231000.0,86.045,anual,86.851322,,
2011-09-09,55778.0,149400231000.0,86.045,anual,84.069017,,
2011-09-12,55685.0,149400231000.0,86.045,anual,83.928847,,
2011-09-13,55544.0,149400231000.0,86.045,anual,83.716331,,
2011-09-14,56286.0,149400231000.0,86.045,anual,84.834679,,
2011-09-15,56381.0,149400231000.0,86.045,anual,84.977864,,
2011-09-16,57210.0,149400231000.0,86.045,anual,86.227339,,
2011-09-19,57103.0,149400231000.0,86.045,anual,86.066067,,
2011-09-20,56379.0,149400231000.0,86.045,anual,84.974849,,
2011-09-21,55982.0,149400231000.0,86.045,anual,84.376488,,
2011-09-22,53280.0,149400231000.0,86.045,anual,80.304013,,
2011-09-23,53230.0,149400231000.0,86.045,anual,80.228653,,
2011-09-26,53748.0,149400231000.0,86.045,anual,81.009386,,
2011-09-27,53920.0,149400231000.0,86.045,anual,81.268626,,
2011-09-28,53270.0,149400231000.0,86.045,anual,80.288941,,
2011-09-29,53385.0,149400231000.0,86.045,anual,80.46227,,
2011-09-30,52324.0,149400231000.0,86.045,anual,78.863123,,
2011-10-03,50792.0,149400231000.0,86.045,anual,76.554081,,
2011-10-04,50686.0,149400231000.0,86.045,anual,76.394317,,
2011-10-05,51014.0,149400231000.0,86.045,anual,76.888681,,
2011-10-06,52290.0,149400231000.0,86.045,anual,78.811878,,
2011-10-07,51244.0,149400231000.0,86.045,anual,77.235339,,
2011-10-10,53273.0,149400231000.0,86.045,anual,80.293463,,
2011-10-11,53838.0,149400231000.0,86.045,anual,81.145035,,
2011-10-13,54601.0,149400231000.0,86.045,anual,82.295034,,
2011-10-14,55030.0,149400231000.0,86.045,anual,82.941626,,
2011-10-17,53911.0,149400231000.0,86.045,anual,81.255061,,
2011-10-18,55032.0,149400231000.0,86.045,anual,82.944641,,
2011-10-19,54966.0,149400231000.0,86.045,anual,82.845165,,
2011-10-20,54010.0,149400231000.0,86.045,anual,81.404275,,
2011-10-21,55255.0,149400231000.0,86.045,anual,83.280748,,
2011-10-24,56892.0,149400231000.0,86.045,anual,85.748047,,
2011-10-25,56286.0,149400231000.0,86.045,anual,84.834679,,
2011-10-26,57144.0,149400231000.0,86.045,anual,86.127863,,
2011-10-27,59270.0,149400231000.0,86.045,anual,89.332186,,
2011-10-28,59513.0,149400231000.0,86.045,anual,89.698437,,
2011-10-31,58338.0,149400231000.0,86.045,anual,87.927469,,
2011-11-01,57323.0,149400231000.0,86.045,anual,86.397653,,
2011-11-03,58196.0,149400231000.0,86.045,anual,87.713445,,
2011-11-04,58670.0,149400231000.0,86.045,anual,88.427861,,
2011-11-07,59199.0,149400231000.0,86.045,anual,89.225174,,
2011-11-08,59026.0,149400231000.0,86.045,anual,88.964427,,
2011-11-09,57550.0,149400231000.0,86.045,anual,86.739789,,
2011-11-10,57322.0,149400231000.0,86.045,anual,86.396146,,
2011-11-11,58547.0,149400231000.0,86.045,anual,88.242475,,
2011-11-14,58258.0,149400231000.0,86.045,anual,87.806892,,
2011-11-16,58560.0,149400231000.0,86.045,anual,88.262069,,
2011-11-17,56989.0,149400231000.0,86.045,anual,85.894246,,
2011-11-18,56731.0,149400231000.0,86.045,anual,85.505386,,
2011-11-21,56285.0,149400231000.0,86.045,anual,84.833172,,
2011-11-22,55878.0,149400231000.0,86.045,anual,84.219738,,
2011-11-23,54972.0,149400231000.0,86.045,anual,82.854208,,
2011-11-24,55280.0,149400231000.0,86.045,anual,83.318428,,
2011-11-25,54894.0,149400231000.0,86.045,anual,82.736646,,
2011-11-28,56017.0,149400231000.0,86.045,anual,84.42924,,
2011-11-29,55300.0,149400231000.0,86.045,anual,83.348572,,
2011-11-30,56875.0,149400231000.0,86.045,anual,85.722424,,
2011-12-01,58143.0,149400231000.0,86.045,anual,87.633563,,
2011-12-02,57886.0,149400231000.0,86.045,anual,87.246211,,
2011-12-05,58910.0,149400231000.0,86.045,anual,88.789591,,
2011-12-06,59536.0,149400231000.0,86.045,anual,89.733103,,
2011-12-07,58663.0,149400231000.0,86.045,anual,88.417311,,
2011-12-08,57455.0,149400231000.0,86.045,anual,86.596604,,
2011-12-09,58236.0,149400231000.0,86.045,anual,87.773733,,
2011-12-12,57347.0,149400231000.0,86.045,anual,86.433826,,
2011-12-13,57495.0,149400231000.0,86.045,anual,86.656893,,
2011-12-14,56647.0,149400231000.0,86.045,anual,85.378781,,
2011-12-15,56331.0,149400231000.0,86.045,anual,84.902503,,
2011-12-16,56097.0,149400231000.0,86.045,anual,84.549817,,
2011-12-19,55298.0,149400231000.0,86.045,anual,83.345558,,
2011-12-20,56865.0,149400231000.0,86.045,anual,85.707352,,
2011-12-21,56653.0,149400231000.0,86.045,anual,85.387824,,
2011-12-22,57348.0,149400231000.0,86.045,anual,86.435333,,
2011-12-23,57701.0,149400231000.0,86.045,anual,86.967377,,
2011-12-26,57669.0,149400231000.0,86.045,anual,86.919147,,
2011-12-27,58005.0,149400231000.0,86.045,anual,87.425568,,
2011-12-28,56534.0,149400231000.0,86.045,anual,85.208466,,
2011-12-29,56754.0,149400231000.0,86.045,anual,85.540052,,
2012-01-03,59265.0,149400231000.0,86.045,anual,89.32465,,
2012-01-04,59365.0,149400231000.0,86.045,anual,89.475371,,
2012-01-05,58546.0,149400231000.0,86.045,anual,88.240968,,
2012-01-06,58600.0,149400231000.0,86.045,anual,88.322357,,
2012-01-09,59083.0,149400231000.0,86.045,anual,89.050338,,
2012-01-10,59806.0,149400231000.0,86.045,anual,90.140049,,
2012-01-11,59962.0,149400231000.0,86.045,anual,90.375173,,
2012-01-12,59921.0,149400231000.0,86.045,anual,90.313378,,
2012-01-13,59147.0,149400231000.0,86.045,anual,89.146799,,
2012-01-16,59956.0,149400231000.0,86.045,anual,90.36613,,
2012-01-17,60646.0,149400231000.0,86.045,anual,91.406103,,
2012-01-18,61723.0,149400231000.0,86.045,anual,93.029366,,
2012-01-19,61927.0,149400231000.0,86.045,anual,93.336836,,
2012-01-20,62312.0,149400231000.0,86.045,anual,93.917111,,
2012-01-23,62386.0,149400231000.0,86.045,anual,94.028644,,
2012-01-24,62486.0,149400231000.0,86.045,anual,94.179365,,
2012-01-26,62953.0,149400231000.0,86.045,anual,94.883231,,
2012-01-27,62904.0,149400231000.0,86.045,anual,94.809378,,
2012-01-30,62770.0,149400231000.0,86.045,anual,94.607412,,
2012-01-31,63072.0,149400231000.0,86.045,anual,95.062589,,
2012-02-01,64567.0,149400231000.0,86.045,anual,97.315864,,
2012-02-02,64593.0,149400231000.0,86.045,anual,97.355051,,
2012-02-03,65217.0,149400231000.0,86.045,anual,98.295549,,
2012-02-06,65224.0,149400231000.0,86.045,anual,98.306099,,
2012-02-07,65917.0,149400231000.0,86.045,anual,99.350594,,
2012-02-08,65831.0,149400231000.0,86.045,anual,99.220974,,
2012-02-09,65530.0,149400231000.0,86.045,anual,98.767305,,
2012-02-10,63998.0,149400231000.0,86.045,anual,96.458263,,
2012-02-13,65692.0,149400231000.0,86.045,anual,99.011472,,
2012-02-14,65039.0,149400231000.0,86.045,anual,98.027266,,
2012-02-15,65368.0,149400231000.0,86.045,anual,98.523137,,
2012-02-16,66142.0,149400231000.0,86.045,anual,99.689715,,
2012-02-17,66204.0,149400231000.0,86.045,anual,99.783162,,
2012-02-23,65820.0,149400231000.0,86.045,anual,99.204395,,
2012-02-24,65943.0,149400231000.0,86.045,anual,99.389781,,
2012-02-27,65241.0,149400231000.0,86.045,anual,98.331722,,
2012-02-28,65959.0,149400231000.0,86.045,anual,99.413897,,
2012-02-29,65812.0,149400231000.0,86.045,anual,99.192337,,
2012-03-01,66810.0,149400231000.0,86.045,anual,100.69653,,
2012-03-02,67782.0,149400231000.0,86.045,anual,102.161536,,
2012-03-05,66964.0,149400231000.0,86.045,anual,100.92864,,
2012-03-06,65114.0,149400231000.0,86.045,anual,98.140306,,
2012-03-07,66017.0,149400231000.0,86.045,anual,99.501315,,
2012-03-08,66908.0,149400231000.0,86.045,anual,100.844236,,
2012-03-09,66704.0,149400231000.0,86.045,anual,100.536766,,
2012-03-12,66385.0,149400231000.0,86.045,anual,100.055967,,
2012-03-13,68394.0,149400231000.0,86.045,anual,103.083947,,
2012-03-14,68257.0,149400231000.0,86.045,anual,102.877459,,
2012-03-15,67749.0,161597923000.0,89.733,anual,94.404222,,
2012-03-16,67684.0,161597923000.0,89.733,anual,94.313648,,
2012-03-19,67730.0,161597923000.0,89.733,anual,94.377747,,
2012-03-20,67296.0,161597923000.0,89.733,anual,93.772993,,
2012-03-21,66860.0,161597923000.0,89.733,anual,93.165453,,
2012-03-22,65828.0,161597923000.0,89.733,anual,91.727422,,
2012-03-23,65813.0,161597923000.0,89.733,anual,91.706521,,
2012-03-26,66685.0,161597923000.0,89.733,anual,92.921601,,
2012-03-27,66037.0,161597923000.0,89.733,anual,92.018651,,
2012-03-28,65079.0,161597923000.0,89.733,anual,90.683735,,
2012-03-29,64872.0,161597923000.0,89.733,anual,90.395293,,
2012-03-30,64511.0,161597923000.0,89.733,anual,89.892261,,
2012-04-02,65216.0,161597923000.0,89.733,anual,90.874636,,
