data,preco,eps_ttm,eps_ttm_pit,pe,pe_pit,earnings_yield,pe_z,pe_pct,cape
2010-01-04,1132.98999,54.29,,20.869221,,4.791746,,,20.52786
2010-01-05,1136.52002,54.29,,20.934242,,4.776863,,,20.52786
2010-01-06,1137.140015,54.29,,20.945662,,4.774258,,,20.52786
2010-01-07,1141.689941,54.29,,21.02947,,4.755232,,,20.52786
2010-01-08,1144.97998,54.29,,21.090071,,4.741568,,,20.52786
2010-01-11,1146.97998,54.29,,21.126911,,4.7333,,,20.52786
2010-01-12,1136.219971,54.29,,20.928716,,4.778124,,,20.52786
2010-01-13,1145.680054,54.29,,21.102967,,4.73867,,,20.52786
2010-01-14,1148.459961,54.29,,21.154171,,4.7272,,,20.52786
2010-01-15,1136.030029,54.29,,20.925217,,4.778923,,,20.52786
2010-01-19,1150.22998,54.29,,21.186774,,4.719926,,,20.52786
2010-01-20,1138.040039,54.29,,20.962241,,4.770482,,,20.52786
2010-01-21,1116.47998,54.29,,20.565113,,4.862604,,,20.52786
2010-01-22,1091.76001,54.29,,20.109781,,4.972705,,,20.52786
2010-01-25,1096.780029,54.29,,20.202248,,4.949944,,,20.52786
2010-01-26,1092.170044,54.29,,20.117334,,4.970838,,,20.52786
2010-01-27,1097.5,54.29,,20.215509,,4.946697,,,20.52786
2010-01-28,1084.530029,54.29,,19.976608,,5.005855,,,20.52786
2010-01-29,1073.869995,54.29,,19.780254,,5.055547,,,20.52786
2010-02-01,1089.189941,57.61,,18.906265,,5.289252,,,19.920539
2010-02-02,1103.319946,57.61,,19.151535,,5.221514,,,19.920539
2010-02-03,1097.280029,57.61,,19.046694,,5.250255,,,19.920539
2010-02-04,1063.109985,57.61,,18.453567,,5.419007,,,19.920539
2010-02-05,1066.189941,57.61,,18.507029,,5.403352,,,19.920539
2010-02-08,1056.73999,57.61,,18.342996,,5.451672,,,19.920539
2010-02-09,1070.52002,57.61,,18.582191,,5.381497,,,19.920539
2010-02-10,1068.130005,57.61,,18.540705,,5.393538,,,19.920539
2010-02-11,1078.469971,57.61,,18.720187,,5.341827,,,19.920539
2010-02-12,1075.51001,57.61,,18.668808,,5.356528,,,19.920539
2010-02-16,1094.869995,57.61,,19.00486,,5.261812,,,19.920539
2010-02-17,1099.51001,57.61,,19.085402,,5.239607,,,19.920539
2010-02-18,1106.75,57.61,,19.211074,,5.205331,,,19.920539
2010-02-19,1109.170044,57.61,,19.253082,,5.193974,,,19.920539
2010-02-22,1108.01001,57.61,,19.232946,,5.199412,,,19.920539
2010-02-23,1094.599976,57.61,,19.000173,,5.26311,,,19.920539
2010-02-24,1105.23999,57.61,,19.184864,,5.212443,,,19.920539
2010-02-25,1102.939941,57.61,,19.144939,,5.223313,,,19.920539
2010-02-26,1104.48999,57.61,,19.171845,,5.215982,,,19.920539
2010-03-01,1115.709961,60.93,,18.31134,,5.461097,,,21.004601
2010-03-02,1118.310059,60.93,,18.354014,,5.4484,,,21.004601
2010-03-03,1118.790039,60.93,,18.361891,,5.446062,,,21.004601
2010-03-04,1122.969971,60.93,,18.430494,,5.425791,,,21.004601
2010-03-05,1138.699951,60.93,,18.688658,,5.350839,,,21.004601
2010-03-08,1138.5,60.93,,18.685377,,5.351779,,,21.004601
2010-03-09,1140.449951,60.93,,18.71738,,5.342628,,,21.004601
2010-03-10,1145.609985,60.93,,18.802068,,5.318564,,,21.004601
2010-03-11,1150.23999,60.93,,18.878057,,5.297155,,,21.004601
2010-03-12,1149.98999,60.93,,18.873954,,5.298307,,,21.004601
2010-03-15,1150.51001,60.93,,18.882488,,5.295912,,,21.004601
2010-03-16,1159.459961,60.93,,19.029377,,5.255033,,,21.004601
2010-03-17,1166.209961,60.93,54.29,19.14016,21.481119,5.224617,,,21.004601
2010-03-18,1165.829956,60.93,54.29,19.133923,21.47412,5.22632,,,21.004601
2010-03-19,1159.900024,60.93,54.29,19.0366,21.364893,5.253039,,,21.004601
2010-03-22,1165.810059,60.93,54.29,19.133597,21.473753,5.226409,,,21.004601
2010-03-23,1174.170044,60.93,54.29,19.270803,21.627741,5.189197,,,21.004601
2010-03-24,1167.719971,60.93,54.29,19.164943,21.508933,5.217861,,,21.004601
2010-03-25,1165.72998,60.93,54.29,19.132283,21.472278,5.226768,,,21.004601
2010-03-26,1166.589966,60.93,54.29,19.146397,21.488119,5.222915,,,21.004601
2010-03-29,1173.219971,60.93,54.29,19.25521,21.610241,5.193399,,,21.004601
2010-03-30,1173.27002,60.93,54.29,19.256032,21.611163,5.193178,,,21.004601
2010-03-31,1169.430054,60.93,54.29,19.193009,21.540432,5.21023,,,21.004601
2010-04-01,1178.099976,62.986667,54.29,18.703958,21.700128,5.346462,,,21.804846
2010-04-05,1187.439941,62.986667,54.29,18.852243,21.872167,5.304409,,,21.804846
2010-04-06,1189.439941,62.986667,54.29,18.883996,21.909006,5.295489,,,21.804846
2010-04-07,1182.449951,62.986667,54.29,18.77302,21.780253,5.326793,,,21.804846
2010-04-08,1186.439941,62.986667,54.29,18.836366,21.853747,5.30888,,,21.804846
2010-04-09,1194.369995,62.986667,54.29,18.962267,21.999816,5.273631,,,21.804846
2010-04-12,1196.47998,62.986667,54.29,18.995766,22.038681,5.264331,,,21.804846
2010-04-13,1197.300049,62.986667,54.29,19.008786,22.053786,5.260725,,,21.804846
2010-04-14,1210.650024,62.986667,54.29,19.220735,22.299687,5.202715,,,21.804846
2010-04-15,1211.670044,62.986667,54.29,19.236929,22.318476,5.198335,,,21.804846
2010-04-16,1192.130005,62.986667,54.29,18.926704,21.958556,5.28354,,,21.804846
2010-04-19,1197.52002,62.986667,57.61,19.012278,20.786669,5.259759,,,21.804846
2010-04-20,1207.170044,62.986667,57.61,19.165485,20.954175,5.217713,,,21.804846
2010-04-21,1205.939941,62.986667,57.61,19.145956,20.932823,5.223035,,,21.804846
2010-04-22,1208.670044,62.986667,57.61,19.1893,20.980213,5.211238,,,21.804846
2010-04-23,1217.280029,62.986667,57.61,19.325995,21.129665,5.174378,,,21.804846
2010-04-26,1212.050049,62.986667,57.61,19.242962,21.038883,5.196705,,,21.804846
2010-04-27,1183.709961,62.986667,57.61,18.793024,20.546953,5.321123,,,21.804846
2010-04-28,1191.359985,62.986667,57.61,18.914479,20.679743,5.286955,,,21.804846
2010-04-29,1206.780029,62.986667,57.61,19.159293,20.947405,5.219399,,,21.804846
2010-04-30,1186.689941,62.986667,57.61,18.840336,20.59868,5.307761,,,21.804846
2010-05-03,1202.26001,65.043333,57.61,18.483985,20.868947,5.410089,,,20.480069
2010-05-04,1173.599976,65.043333,57.61,18.043355,20.371463,5.542206,,,20.480069
2010-05-05,1165.869995,65.043333,57.61,17.924512,20.237285,5.578952,,,20.480069
2010-05-06,1128.150024,65.043333,57.61,17.344591,19.582538,5.765486,,,20.480069
2010-05-07,1110.880005,65.043333,57.61,17.079076,19.282763,5.855118,,,20.480069
2010-05-10,1159.72998,65.043333,57.61,17.830113,20.130706,5.608489,,,20.480069
2010-05-11,1155.790039,65.043333,57.61,17.769539,20.062316,5.627608,,,20.480069
2010-05-12,1171.670044,65.043333,57.61,18.013684,20.337963,5.551335,,,20.480069
2010-05-13,1157.439941,65.043333,57.61,17.794905,20.090955,5.619586,,,20.480069
2010-05-14,1135.680054,65.043333,57.61,17.460361,19.713245,5.727259,,,20.480069
2010-05-17,1136.939941,65.043333,60.93,17.479731,18.659773,5.720912,,,20.480069
2010-05-18,1120.800049,65.043333,60.93,17.23159,18.39488,5.803295,,,20.480069
2010-05-19,1115.050049,65.043333,60.93,17.143187,18.30051,5.833221,,,20.480069
2010-05-20,1071.589966,65.043333,60.93,16.475016,17.587231,6.069797,,,20.480069
2010-05-21,1087.689941,65.043333,60.93,16.722543,17.851468,5.979952,,,20.480069
2010-05-24,1073.650024,65.043333,60.93,16.506688,17.621041,6.05815,,,20.480069
2010-05-25,1074.030029,65.043333,60.93,16.512531,17.627278,6.056007,,,20.480069
2010-05-26,1067.949951,65.043333,60.93,16.419053,17.52749,6.090485,,,20.480069
2010-05-27,1103.060059,65.043333,60.93,16.958849,18.103727,5.896627,,,20.480069
2010-05-28,1089.410034,65.043333,60.93,16.748988,17.879699,5.97051,,,20.480069
2010-06-01,1070.709961,67.1,60.93,15.956929,17.572788,6.26687,,,19.74204
2010-06-02,1098.380005,67.1,60.93,16.3693,18.026916,6.108997,,,19.74204
2010-06-03,1102.829956,67.1,60.93,16.435618,18.09995,6.084347,,,19.74204
2010-06-04,1064.880005,67.1,60.93,15.870045,17.477105,6.301179,,,19.74204
2010-06-07,1050.469971,67.1,60.93,15.65529,17.240603,6.387617,,,19.74204
2010-06-08,1062.0,67.1,60.93,15.827124,17.429838,6.318267,,,19.74204
2010-06-09,1055.689941,67.1,60.93,15.733084,17.326275,6.356033,,,19.74204
2010-06-10,1086.839966,67.1,60.93,16.197317,17.837518,6.173862,,,19.74204
2010-06-11,1091.599976,67.1,60.93,16.268256,17.915641,6.14694,,,19.74204
2010-06-14,1089.630005,67.1,60.93,16.238897,17.883309,6.158054,,,19.74204
2010-06-15,1115.22998,67.1,62.986667,16.620417,17.70581,6.016696,,,19.74204
2010-06-16,1114.609985,67.1,62.986667,16.611177,17.695967,6.020043,,,19.74204
2010-06-17,1116.040039,67.1,62.986667,16.632489,17.718671,6.012329,,,19.74204
2010-06-18,1117.51001,67.1,62.986667,16.654397,17.742009,6.00442,,,19.74204
2010-06-21,1113.199951,67.1,62.986667,16.590163,17.673581,6.027668,,,19.74204
2010-06-22,1095.310059,67.1,62.986667,16.323548,17.389554,6.126119,,,19.74204
2010-06-23,1092.040039,67.1,62.986667,16.274814,17.337638,6.144463,,,19.74204
2010-06-24,1073.689941,67.1,62.986667,16.00134,17.046305,6.249476,,,19.74204
2010-06-25,1076.76001,67.1,62.986667,16.047094,17.095047,6.231658,,,19.74204
2010-06-28,1074.569946,67.1,62.986667,16.014455,17.060276,6.244359,,,19.74204
2010-06-29,1041.23999,67.1,62.986667,15.517735,16.531117,6.44424,,,19.74204
2010-06-30,1030.709961,67.1,62.986667,15.360804,16.363939,6.510076,,,19.74204
2010-07-01,1027.369995,68.686667,62.986667,14.957342,16.310912,6.68568,,,19.66866
2010-07-02,1022.580017,68.686667,62.986667,14.887606,16.234865,6.716997,,,19.66866
2010-07-06,1028.060059,68.686667,62.986667,14.967389,16.321868,6.681192,,,19.66866
2010-07-07,1060.27002,68.686667,62.986667,15.436329,16.833245,6.478224,,,19.66866
2010-07-08,1070.25,68.686667,62.986667,15.581627,16.991691,6.417815,,,19.66866
2010-07-09,1077.959961,68.686667,62.986667,15.693875,17.114098,6.371913,,,19.66866
2010-07-12,1078.75,68.686667,62.986667,15.705377,17.12664,6.367246,,,19.66866
2010-07-13,1095.339966,68.686667,62.986667,15.946908,17.390029,6.270808,,,19.66866
2010-07-14,1095.170044,68.686667,62.986667,15.944434,17.387331,6.271781,,,19.66866
2010-07-15,1096.47998,68.686667,65.043333,15.963505,16.857684,6.264288,,,19.66866
2010-07-16,1064.880005,68.686667,65.043333,15.503446,16.371855,6.450179,,,19.66866
2010-07-19,1071.25,68.686667,65.043333,15.596186,16.469789,6.411824,,,19.66866
2010-07-20,1083.47998,68.686667,65.043333,15.77424,16.657818,6.33945,,,19.66866
2010-07-21,1069.589966,68.686667,65.043333,15.572017,16.444267,6.421776,,,19.66866
2010-07-22,1093.670044,68.686667,65.043333,15.922596,16.814483,6.280383,,,19.66866
2010-07-23,1102.660034,68.686667,65.043333,16.05348,16.952699,6.229179,,,19.66866
2010-07-26,1115.01001,68.686667,65.043333,16.233282,17.142572,6.160184,,,19.66866
2010-07-27,1113.839966,68.686667,65.043333,16.216247,17.124583,6.166655,,,19.66866
2010-07-28,1106.130005,68.686667,65.043333,16.103999,17.006047,6.209638,,,19.66866
2010-07-29,1101.530029,68.686667,65.043333,16.037028,16.935326,6.235569,,,19.66866
2010-07-30,1101.599976,68.686667,65.043333,16.038047,16.936401,6.235173,,,19.66866
2010-08-02,1125.859985,70.273333,65.043333,16.021155,17.309383,6.241747,,,19.770299
2010-08-03,1120.459961,70.273333,65.043333,15.944312,17.226361,6.271829,,,19.770299
2010-08-04,1127.23999,70.273333,65.043333,16.040793,17.3306,6.234106,,,19.770299
2010-08-05,1125.810059,70.273333,65.043333,16.020445,17.308616,6.242024,,,19.770299
2010-08-06,1121.640015,70.273333,65.043333,15.961105,17.244504,6.265231,,,19.770299
2010-08-09,1127.790039,70.273333,65.043333,16.04862,17.339057,6.231065,,,19.770299
2010-08-10,1121.060059,70.273333,65.043333,15.952852,17.235588,6.268472,,,19.770299
2010-08-11,1089.469971,70.273333,65.043333,15.50332,16.74991,6.450231,,,19.770299
2010-08-12,1083.609985,70.273333,65.043333,15.419932,16.659816,6.485113,,,19.770299
2010-08-13,1079.25,70.273333,65.043333,15.357888,16.592784,6.511312,,,19.770299
2010-08-16,1079.380005,70.273333,67.1,15.359738,16.08614,6.510528,,,19.770299
2010-08-17,1092.540039,70.273333,67.1,15.547008,16.282266,6.432106,,,19.770299
2010-08-18,1094.160034,70.273333,67.1,15.57006,16.306409,6.422583,,,19.770299
2010-08-19,1075.630005,70.273333,67.1,15.306375,16.030253,6.533225,,,19.770299
2010-08-20,1071.689941,70.273333,67.1,15.250308,15.971534,6.557245,,,19.770299
2010-08-23,1067.359985,70.273333,67.1,15.188692,15.907004,6.583846,,,19.770299
2010-08-24,1051.869995,70.273333,67.1,14.968267,15.676155,6.6808,,,19.770299
2010-08-25,1055.329956,70.273333,67.1,15.017503,15.727719,6.658897,,,19.770299
2010-08-26,1047.219971,70.273333,67.1,14.902096,15.606855,6.710465,,,19.770299
2010-08-27,1064.589966,70.273333,67.1,15.149274,15.865722,6.600976,,,19.770299
2010-08-30,1048.920044,70.273333,67.1,14.926289,15.632191,6.699589,,,19.770299
2010-08-31,1049.329956,70.273333,67.1,14.932122,15.6383,6.696972,,,19.770299
2010-09-01,1080.290039,71.86,67.1,15.03326,16.099703,6.651917,,,20.381395
2010-09-02,1090.099976,71.86,67.1,15.169774,16.245901,6.592056,,,20.381395
2010-09-03,1104.51001,71.86,67.1,15.370304,16.460656,6.506052,,,20.381395
2010-09-07,1091.839966,71.86,67.1,15.193988,16.271833,6.581551,,,20.381395
2010-09-08,1098.869995,71.86,67.1,15.291817,16.376602,6.539445,,,20.381395
2010-09-09,1104.180054,71.86,67.1,15.365712,16.455739,6.507997,,,20.381395
2010-09-10,1109.550049,71.86,67.1,15.44044,16.535768,6.476499,,,20.381395
2010-09-13,1121.900024,71.86,67.1,15.612302,16.719822,6.405205,,,20.381395
2010-09-14,1121.099976,71.86,68.686667,15.601169,16.321945,6.409776,,,20.381395
2010-09-15,1125.069946,71.86,68.686667,15.656415,16.379743,6.387158,,,20.381395
2010-09-16,1124.660034,71.86,68.686667,15.65071,16.373775,6.389486,,,20.381395
2010-09-17,1125.589966,71.86,68.686667,15.663651,16.387314,6.384208,,,20.381395
2010-09-20,1142.709961,71.86,68.686667,15.901892,16.636562,6.28856,,,20.381395
2010-09-21,1139.780029,71.86,68.686667,15.861119,16.593905,6.304725,,,20.381395
2010-09-22,1134.280029,71.86,68.686667,15.784582,16.513831,6.335296,,,20.381395
2010-09-23,1124.829956,71.86,68.686667,15.653075,16.376249,6.388521,,,20.381395
2010-09-24,1148.670044,71.86,68.686667,15.984832,16.723334,6.255931,,,20.381395
2010-09-27,1142.160034,71.86,68.686667,15.894239,16.628555,6.291588,,,20.381395
2010-09-28,1147.699951,71.86,68.686667,15.971332,16.70921,6.261218,,,20.381395
2010-09-29,1144.72998,71.86,68.686667,15.930003,16.665971,6.277463,,,20.381395
2010-09-30,1141.199951,71.86,68.686667,15.880879,16.614577,6.296881,,,20.381395
2010-10-01,1146.23999,73.69,68.686667,15.554892,16.687955,6.428846,,,21.240128
2010-10-04,1137.030029,73.69,68.686667,15.429909,16.553868,6.480919,,,21.240128
2010-10-05,1160.75,73.69,68.686667,15.751798,16.899204,6.348482,,,21.240128
2010-10-06,1159.969971,73.69,68.686667,15.741213,16.887848,6.352751,,,21.240128
2010-10-07,1158.060059,73.69,68.686667,15.715295,16.860042,6.363228,,,21.240128
2010-10-08,1165.150024,73.69,68.686667,15.811508,16.963263,6.324507,,,21.240128
2010-10-11,1165.319946,73.69,68.686667,15.813814,16.965737,6.323585,,,21.240128
2010-10-12,1169.77002,73.69,68.686667,15.874203,17.030525,6.299529,,,21.240128
2010-10-13,1178.099976,73.69,68.686667,15.987244,17.1518,6.254987,,,21.240128
2010-10-14,1173.810059,73.69,68.686667,15.929028,17.089344,6.277847,,,21.240128
2010-10-15,1176.189941,73.69,70.273333,15.961324,16.737358,6.265145,,,21.240128
2010-10-18,1184.709961,73.69,70.273333,16.076943,16.858599,6.220088,,,21.240128
2010-10-19,1165.900024,73.69,70.273333,15.821686,16.590931,6.320439,,,21.240128
2010-10-20,1178.170044,73.69,70.273333,15.988194,16.765535,6.254615,,,21.240128
2010-10-21,1180.26001,73.69,70.273333,16.016556,16.795276,6.24354,,,21.240128
2010-10-22,1183.079956,73.69,70.273333,16.054824,16.835404,6.228658,,,21.240128
2010-10-25,1185.619995,73.69,70.273333,16.089293,16.871549,6.215314,,,21.240128
2010-10-26,1185.640015,73.69,70.273333,16.089565,16.871834,6.215209,,,21.240128
2010-10-27,1182.449951,73.69,70.273333,16.046274,16.826439,6.231976,,,21.240128
2010-10-28,1183.780029,73.69,70.273333,16.064324,16.845366,6.224974,,,21.240128
2010-10-29,1183.26001,73.69,70.273333,16.057267,16.837966,6.22771,,,21.240128
2010-11-01,1184.380005,75.52,70.273333,15.682998,16.853904,6.376332,,,21.700724
2010-11-02,1193.569946,75.52,70.273333,15.804687,16.984678,6.327237,,,21.700724
2010-11-03,1197.959961,75.52,70.273333,15.862817,17.047149,6.30405,,,21.700724
2010-11-04,1221.060059,75.52,70.273333,16.168698,17.375867,6.18479,,,21.700724
2010-11-05,1225.849976,75.52,70.273333,16.232124,17.444028,6.160623,,,21.700724
2010-11-08,1223.25,75.52,70.273333,16.197696,17.40703,6.173718,,,21.700724
2010-11-09,1213.400024,75.52,70.273333,16.067267,17.266863,6.223834,,,21.700724
2010-11-10,1218.709961,75.52,70.273333,16.137579,17.342424,6.196716,,,21.700724
2010-11-11,1213.540039,75.52,70.273333,16.069121,17.268856,6.223116,,,21.700724
2010-11-12,1199.209961,75.52,70.273333,15.879369,17.064936,6.297479,,,21.700724
2010-11-15,1197.75,75.52,71.86,15.860037,16.667826,6.305155,,,21.700724
2010-11-16,1178.339966,75.52,71.86,15.603019,16.397717,6.409016,,,21.700724
2010-11-17,1178.589966,75.52,71.86,15.606329,16.401196,6.407657,,,21.700724
2010-11-18,1196.689941,75.52,71.86,15.846,16.653075,6.310741,,,21.700724
2010-11-19,1199.72998,75.52,71.86,15.886255,16.69538,6.29475,,,21.700724
2010-11-22,1197.839966,75.52,71.86,15.861228,16.669078,6.304682,,,21.700724
2010-11-23,1180.72998,75.52,71.86,15.634666,16.430977,6.396043,,,21.700724
2010-11-24,1198.349976,75.52,71.86,15.867982,16.676176,6.301999,,,21.700724
2010-11-26,1189.400024,75.52,71.86,15.749471,16.551628,6.34942,,,21.700724
2010-11-29,1187.76001,75.52,71.86,15.727754,16.528806,6.358187,,,21.700724
2010-11-30,1180.550049,75.52,71.86,15.632283,16.428473,6.397018,,,21.700724
2010-12-01,1206.069946,77.35,71.86,15.592372,16.783606,6.413393,,,22.39638
2010-12-02,1221.530029,77.35,71.86,15.792243,16.998748,6.332223,,,22.39638
2010-12-03,1224.709961,77.35,71.86,15.833354,17.043,6.315781,,,22.39638
2010-12-06,1223.119995,77.35,71.86,15.812799,17.020874,6.323991,,,22.39638
2010-12-07,1223.75,77.35,71.86,15.820944,17.029641,6.320735,,,22.39638
2010-12-08,1228.280029,77.35,71.86,15.879509,17.092681,6.297424,,,22.39638
2010-12-09,1233.0,77.35,71.86,15.94053,17.158363,6.273317,,,22.39638
2010-12-10,1240.400024,77.35,71.86,16.036199,17.261342,6.235892,,,22.39638
2010-12-13,1240.459961,77.35,71.86,16.036974,17.262176,6.23559,,,22.39638
2010-12-14,1241.589966,77.35,71.86,16.051583,17.277901,6.229915,,,22.39638
2010-12-15,1235.22998,77.35,73.69,15.96936,16.762518,6.261992,,,22.39638
2010-12-16,1242.869995,77.35,73.69,16.068132,16.866196,6.223499,,,22.39638
2010-12-17,1243.910034,77.35,73.69,16.081578,16.88031,6.218295,,,22.39638
2010-12-20,1247.079956,77.35,73.69,16.122559,16.923327,6.202489,,,22.39638
2010-12-21,1254.599976,77.35,73.69,16.21978,17.025376,6.165312,,,22.39638
2010-12-22,1258.839966,77.35,73.69,16.274596,17.082914,6.144546,,,22.39638
2010-12-23,1256.77002,77.35,73.69,16.247835,17.054825,6.154666,,,22.39638
2010-12-27,1257.540039,77.35,73.69,16.25779,17.065274,6.150898,,,22.39638
2010-12-28,1258.51001,77.35,73.69,16.27033,17.078437,6.146157,,,22.39638
2010-12-29,1259.780029,77.35,73.69,16.286749,17.095671,6.139961,,,22.39638
2010-12-30,1257.880005,77.35,73.69,16.262185,17.069887,6.149235,,,22.39638
2010-12-31,1257.640015,77.35,73.69,16.259082,17.066631,6.150409,,,22.39638
2011-01-03,1271.869995,78.67,73.69,16.167154,17.259737,6.185381,,,22.978299
2011-01-04,1270.199951,78.67,73.69,16.145925,17.237074,6.193513,,,22.978299
2011-01-05,1276.560059,78.67,73.69,16.226771,17.323383,6.162656,,,22.978299
2011-01-06,1273.849976,78.67,73.69,16.192322,17.286606,6.175766,,,22.978299
2011-01-07,1271.5,78.67,73.69,16.162451,17.254716,6.18718,,,22.978299
2011-01-10,1269.75,78.67,73.69,16.140206,17.230968,6.195708,,,22.978299
2011-01-11,1274.47998,78.67,73.69,16.20033,17.295155,6.172714,,,22.978299
2011-01-12,1285.959961,78.67,73.69,16.346256,17.450943,6.117609,,,22.978299
2011-01-13,1283.76001,78.67,73.69,16.318292,17.421088,6.128092,,,22.978299
2011-01-14,1293.23999,78.67,73.69,16.438795,17.549735,6.083171,,,22.978299
2011-01-18,1295.02002,78.67,75.52,16.461421,17.148041,6.07481,,,22.978299
2011-01-19,1281.920044,78.67,75.52,16.294903,16.974577,6.136888,,,22.978299
2011-01-20,1280.26001,78.67,75.52,16.273802,16.952595,6.144846,,,22.978299
2011-01-21,1283.349976,78.67,75.52,16.31308,16.993511,6.13005,,,22.978299
2011-01-24,1290.839966,78.67,75.52,16.408287,17.09269,6.094481,,,22.978299
2011-01-25,1291.180054,78.67,75.52,16.41261,17.097194,6.092876,,,22.978299
2011-01-26,1296.630005,78.67,75.52,16.481886,17.169359,6.067267,,,22.978299
2011-01-27,1299.540039,78.67,75.52,16.518877,17.207892,6.05368,,,22.978299
2011-01-28,1276.339966,78.67,75.52,16.223973,16.900688,6.163718,,,22.978299
2011-01-31,1286.119995,78.67,75.52,16.34829,17.030191,6.116848,,,22.978299
2011-02-01,1307.589966,79.99,75.52,16.346918,17.314486,6.117361,,,23.489829
2011-02-02,1304.030029,79.99,75.52,16.302413,17.267347,6.134061,,,23.489829
2011-02-03,1307.099976,79.99,75.52,16.340792,17.307998,6.119654,,,23.489829
2011-02-04,1310.869995,79.99,75.52,16.387923,17.357918,6.102054,,,23.489829
2011-02-07,1319.050049,79.99,75.52,16.490187,17.466235,6.064213,,,23.489829
2011-02-08,1324.569946,79.99,75.52,16.559194,17.539327,6.038941,,,23.489829
2011-02-09,1320.880005,79.99,75.52,16.513064,17.490466,6.055811,,,23.489829
2011-02-10,1321.869995,79.99,75.52,16.525441,17.503575,6.051276,,,23.489829
2011-02-11,1329.150024,79.99,75.52,16.616452,17.599974,6.018132,,,23.489829
2011-02-14,1332.319946,79.99,77.35,16.656081,17.224563,6.003813,,,23.489829
2011-02-15,1328.01001,79.99,77.35,16.6022,17.168843,6.023298,,,23.489829
2011-02-16,1336.319946,79.99,77.35,16.706088,17.276276,5.985842,,,23.489829
2011-02-17,1340.430054,79.99,77.35,16.75747,17.329412,5.967488,,,23.489829
2011-02-18,1343.01001,79.99,77.35,16.789724,17.362767,5.956024,,,23.489829
2011-02-22,1315.439941,79.99,77.35,16.445055,17.006334,6.080855,,,23.489829
2011-02-23,1307.400024,79.99,77.35,16.344543,16.902392,6.11825,,,23.489829
2011-02-24,1306.099976,79.99,77.35,16.328291,16.885585,6.12434,,,23.489829
2011-02-25,1319.880005,79.99,77.35,16.500563,17.063736,6.060399,,,23.489829
2011-02-28,1327.219971,79.99,77.35,16.592324,17.158629,6.026883,,,23.489829
2011-03-01,1306.329956,81.31,77.35,16.066043,16.888558,6.224308,,,22.899336
2011-03-02,1308.439941,81.31,77.35,16.091993,16.915836,6.214271,,,22.899336
2011-03-03,1330.969971,81.31,77.35,16.369081,17.20711,6.109078,,,22.899336
2011-03-04,1321.150024,81.31,77.35,16.248309,17.080155,6.154487,,,22.899336
2011-03-07,1310.130005,81.31,77.35,16.112778,16.937686,6.206254,,,22.899336
2011-03-08,1321.819946,81.31,77.35,16.256548,17.088816,6.151367,,,22.899336
2011-03-09,1320.02002,81.31,77.35,16.234412,17.065546,6.159755,,,22.899336
2011-03-10,1295.109985,81.31,77.35,15.928053,16.743503,6.278231,,,22.899336
2011-03-11,1304.280029,81.31,77.35,16.040832,16.862056,6.234091,,,22.899336
2011-03-14,1296.390015,81.31,77.35,15.943796,16.760052,6.272032,,,22.899336
2011-03-15,1281.869995,81.31,77.35,15.765219,16.572333,6.343077,,,22.899336
2011-03-16,1256.880005,81.31,77.35,15.457877,16.249257,6.469194,,,22.899336
2011-03-17,1273.719971,81.31,78.67,15.664985,16.19067,6.383664,,,22.899336
2011-03-18,1279.209961,81.31,78.67,15.732505,16.260455,6.356267,,,22.899336
2011-03-21,1298.380005,81.31,78.67,15.96827,16.504131,6.262419,,,22.899336
2011-03-22,1293.77002,81.31,78.67,15.911573,16.445532,6.284734,,,22.899336
2011-03-23,1297.540039,81.31,78.67,15.957939,16.493454,6.266473,,,22.899336
2011-03-24,1309.660034,81.31,78.67,16.106998,16.647515,6.208481,,,22.899336
2011-03-25,1313.800049,81.31,78.67,16.157915,16.70014,6.188917,,,22.899336
2011-03-28,1310.189941,81.31,78.67,16.113515,16.654251,6.20597,,,22.899336
2011-03-29,1319.439941,81.31,78.67,16.227278,16.771831,6.162463,,,22.899336
2011-03-30,1328.26001,81.31,78.67,16.335752,16.883946,6.121542,,,22.899336
2011-03-31,1325.829956,81.31,78.67,16.305866,16.853057,6.132762,,,22.899336
2011-04-01,1332.410034,82.163333,78.67,16.216602,16.936698,6.16652,,,23.143929
2011-04-04,1332.869995,82.163333,78.67,16.2222,16.942545,6.164392,,,23.143929
2011-04-05,1332.630005,82.163333,78.67,16.219279,16.939494,6.165502,,,23.143929
2011-04-06,1335.540039,82.163333,78.67,16.254696,16.976485,6.152068,,,23.143929
2011-04-07,1333.51001,82.163333,78.67,16.229989,16.95068,6.161434,,,23.143929
2011-04-08,1328.170044,82.163333,78.67,16.164997,16.882802,6.186206,,,23.143929
2011-04-11,1324.459961,82.163333,78.67,16.119842,16.835642,6.203535,,,23.143929
2011-04-12,1314.160034,82.163333,78.67,15.994483,16.704716,6.252156,,,23.143929
2011-04-13,1314.410034,82.163333,78.67,15.997526,16.707894,6.250967,,,23.143929
2011-04-14,1314.52002,82.163333,78.67,15.998864,16.709292,6.250444,,,23.143929
2011-04-15,1319.680054,82.163333,78.67,16.061667,16.774883,6.226004,,,23.143929
2011-04-18,1305.140015,82.163333,79.99,15.884701,16.31629,6.295365,,,23.143929
2011-04-19,1312.619995,82.163333,79.99,15.975739,16.409801,6.259491,,,23.143929
2011-04-20,1330.359985,82.163333,79.99,16.191651,16.631579,6.176023,,,23.143929
